Character,Line,Season,Episode_Number,Episode_Number_Overall
Dwight, [finishes story] I mean truly repulsive acts. ,3,22,52
Dwight," But that’s my name. [opens letter and reads] Dwight, congratuations a-wipe.  Don’t screw the pooch. [begins to cry]  Thank you. ",3,23,53
Dwight," [sobbing, holding letter to chest] Thank you so much. ",3,23,53
Dwight," How would you like to spend the night with the Regional Manager of Dunder-Mifflin, Scranton?",3,23,53
Dwight," No, no, not Michael. [whispers] Me. I’m taking his job. ",3,23,53
Dwight," [squeezing hand grips] Jim, Jim, Jim.  Jim, Jim, Jim, Jim, Jim, Jim, Jim. ",3,23,53
Dwight, I am gonna be your new boss. [laughs] It’s my greatest dream come true.  Welcome to the Hotel Hell.  Check in time is now.  Check out time is never. ,3,23,53
Dwight," Sorry, we’re all booked up. Hell convention in town. ",3,23,53
Dwight, I’m the owner.  The co-owner. With Satan!,3,23,53
Dwight," Yeah, but I haven’t told you my salary yet. ",3,23,53
Dwight, Eighty thousand dollars a year.    				,3,23,53
Dwight, Once I’m officially Regional Manager my first order of business will be to demote Jim Halpert. So I will need a new number two.  My ideal choice? Jack Bauer. But he is unavailable. Fictional. And overqualified.   				,3,23,53
Dwight," Okay, everyone, listen up! [claps]  Time to begin the interview process! [looks at sign-up sheet, only contains Andy’s name]  Andrew Bernard.",3,23,53
Dwight," No! Hey, hey, hey, hey!  Do not wish them luck.  Do not wish them luck.  All luck must be wished unto Michael.",3,23,53
Dwight, I am going to begin this process with a simple test of intelligence and mental dexterity.  What is the best color?,3,23,53
Dwight, Wrong.  Black.  It is the most dominant.  How do you make a table?,3,23,53
Dwight," Okay, also, moratorium on Cornell talk.  Don’t wanna hear about it.  Forget your personal history, and learn the history of this company.",3,23,53
Dwight," You’re not off to a very good start, Bernard. ",3,23,53
Dwight," [Andy and Dwight arm-wrestle, Andy is about to win] Time! No, you failed. ",3,23,53
Dwight, This interview is over. I’ll let you know.   				,3,23,53
Dwight, [Dwight clicks off tape player] Who’s ready to work?   				,3,23,53
Dwight, My first order of business: make Andrew Bernard my number two.,3,23,53
Dwight, As if you had a choice. [scoffs] Duh. [scoffs] Opportunity of a lifetime. [spits chew into Michael’s World’s Best Boss mug]  				,3,23,53
Dwight, You showed great leadership potential at the coal walk.  Even if you did follow it with that embarrassing personal confession.,3,23,53
Dwight," I had to make Andy my number two.  It’s political, complicated, you wouldn’t understand.  I want you… to be Assistant Regional Manager.",3,23,53
Dwight," Well, in a sense.  Although, publicly I am going to retain the Assistant Regional Manager position.",3,23,53
Dwight," Correct, I need someone I can trust.  But I would also like the title… to be secretly applied to you.  Just stripped of its pomp and frills.",3,23,53
Dwight," Mmmmmm, let’s call it Secret Assistant ",3,23,53
Dwight," Listen up!  Come to the center of the room, please.  This… [holds up paper that resemles a sheet sized dollar bill with Dwight’s face in the middle] is a Schrute Buck.  When you have done something good, you will receive one Schrute Buck.  One thousand Schrute Bucks… equals an extra five minutes for lunch.  ",3,23,53
Dwight," Excellent question, Pam.  1/100th of a cent.",3,23,53
Dwight, Just… zip your lid!  Another announcement.  Michael wasted an enormous amount of the group’s time and patience with non-work related ethnic celebrations and parades of soft-minded dogoodedness.  No longer.  No more meetings!,3,23,53
Dwight," Instead, today I will begin my first lecture in a long series of lectures designed to increase your knowledge on the world of paper.",3,23,53
Dwight," Yes!  Michael is gone.  There’s a new sheriff here in these offices, and his name is “me.”  Conference room!  Ten seconds!  All of you!  				",3,23,53
Dwight, Listen up.  Let’s start… from the ground ,3,23,53
Dwight," Soil. Right.  We have, in front of you here, seven different types of Pennsylvania top soil.  Now, what would you say… is the most important element in the production of above ground leafy growth?  Probably phosphorus, right? [Angela smiles, shakes her head “no”]  Wrong!  It’s nitrogen!  Absorb this information.  Good!  Now, let us discuss precipitation.  Stanley!  When rainfall occurs, does it usually fall in a liquid, solid, or gaseous… state?",3,23,53
Dwight, Very good!  You have earned one Schrute Buck.,3,23,53
Dwight, Then you have been deducted 50 Schrute Bucks!,3,23,53
Dwight, We— Don’t you wanna earn Schrute Bucks?,3,23,53
Dwight, What’s the ratio of Stanley Nickels to Schrute Bucks?,3,23,53
Dwight," No, no, no, wait!  Class is not canceled.",3,23,53
Dwight," It’s like outerspace without the stars, it’s so black. [laughs]",3,23,53
Dwight," It’s so intimidating!  Anyone who comes in here… is gonna have to take me seriously.  Abandon all hope, ye who enter here!",3,23,53
Dwight," I wanted to thank you… for helping me, when you held the title, Secret Assistant to the Regional Manager.  You served the office with great dignity. [Pam salutes Dwight, Dwight returns the salute]  				",3,23,53
Dwight, No need we can just check the security tapes.,4,1,55
Dwight, Did you get sick of that face? Did she owe you money? Uh-oh. Is this downsizing? Did she spurn your advances?  				,4,1,55
Dwight," Check to see if she’s faking. If a car hit me, it wouldn’t crack my pelvis. You know what; I bet she cracked it at home. Jumped in front of the car to get some workers comp.",4,1,55
Dwight," Well you left the TV on, and your cat is dead.",4,1,55
Dwight," So… Hey come on, don’t be sad, just… OK… just. She’s in a better place.",4,1,55
Dwight," Actually the place that she’s in is the freezer, because of the odor.",4,1,55
Dwight, Cats do not provide milk or wool or meat.,4,1,55
Dwight," As a farmer, I know that when an animal is sick, sometimes the right thing to do is to put it out of its misery. With the electricity we’re using to keep Meredith alive we could power a small fan for 2 days. You tell me what’s unethical.  				",4,1,55
Dwight, Blink once if you want me to pull the plug.,4,1,55
Dwight," Pfft… Her chart doesn’t indicate that she had a hysterectomy but she did, or at least she got time off for one.",4,1,55
Dwight," So, just to be safe they are giving her the rabies vaccine.",4,1,55
Dwight," No, no. You’ve gotta be bitten by something.",4,1,55
Dwight," Actually the doctor said it was lucky she came in to the hospital, cause the only way to beat rabies, is to start treatment before the symptoms set in… Lock jaw.",4,1,55
Dwight," You’re taking this out on me, but I was only the messenger.",4,1,55
Dwight, [sighs] You’ll feel better after the 5k. Exercise is good for depression.,4,1,55
Dwight," Well I don’t know, on the other hand it does leave less money for bat birth control.",4,1,55
Dwight," Wait, this money is going to bat birth control, right Michael, that’s what you told me when I contributed.",4,1,55
Dwight, Maybe we should just skip the ceremony and setup a college fund for Meredith’s son.,4,1,55
Dwight," You’ve got nothing to worry about, I put Imodium in Toby’s coffee before the race.",4,1,55
Dwight, Well you look cute as a button. You’ve worked up quite a sweat.,4,1,55
Dwight," OK, when a farmer sees an animal that is in pain, that has no quality of life, that has no utility, a farmer does what city folk don’t have the stomach to do.",4,1,55
Dwight, It was beautiful and gentle and respectful. I fed her antihistamines and she gradually fell asleep.,4,1,55
Dwight," Hey, Oww! [looks around to onlookers] It’s OK.",4,1,55
Dwight," I thought I was helping you. I expected a hug. I took care of that cat, the best way I knew how.",4,1,55
Dwight," I know a great taxidermist. I’ll pay to have her stuffed. Well he’s not great, but he’s pretty good.",4,1,55
Dwight," Or we can have her buried out at the east field, by mother. Huh, Angela?",4,1,55
Dwight, I don’t see it. I think they both could do better.  				,4,2,56
Dwight, To give you this [reveals a cat from under a coat].,4,2,56
Dwight, It’s a feral barn cat. I trapped him last night and I’m giving him to you as a replacement cat for the one I destroyed.,4,2,56
Dwight, And his name is… Garbage. Mose calls him Garbage because he likes to eat garbage. [shakes cat] Don’t you Garbage? [makes chomping noises],4,2,56
Dwight," Garbage can be very helpful. OK, he’s a youthful cat. He killed an entire family of raccoons. [holds cat towards Angela] Look at him.",4,2,56
Dwight, What if we don’t want to use a Blackberry because they are stupid and pointless?,4,2,56
Dwight," I’ll make a reservation. No, no. Let me cook for you. Cauliflower and noodles. Baked potato on the side.",4,2,56
Dwight," I’m gonna live for a very long time. My grandma Schrute lived to be 101. My grandpa Manheim is 103, and still puttering around in Argentina. I tried to go visit him once, but my travel visa was protested by the Shoah Foundation.  				",4,2,56
Dwight, Are you enjoying your vegetarian noodles?,4,2,56
Dwight," Then don’t look in my eyes. Look right here [points to middle of forehead above the eyes], it’s an old sales trick.",4,2,56
Dwight,  That’s ridiculous.  I’m not going to be beaten by a website.,4,3,57
Dwight,"  I can make more sales than a computer.  In fact, I challenge that website to make more sales than me today.",4,3,57
Dwight,  I just feel like we need something more to acknowledge when I make a sale.,4,3,57
Dwight,  Go to my car.  Open the trunk.  Inside you will see many pelts.  Under the smallest one is a case.  Inside that case is a bear horn.  Bring it to me.,4,3,57
Dwight," Hey, you wanna win?  You gotta fuel like a winner.",4,3,57
Dwight," Uhyeaahhh!  Hello, Susan?  Dwight Schrute. ",4,3,57
Dwight,  Today I’m prepared to give you 15% off our normal prices.,4,3,57
Dwight,"  Three reams! Yoohoo… in your face, machines.",4,3,57
Dwight,  What if I told you I could offer free shipping?  Sure.  I’ll hold.,4,3,57
Dwight,  It appears that the website has become alive.  This happens to computers and robots sometimes.  Am I scared of a stupid computer?  Please.  The computer should be scared of me!  I have been salesman of the month for 13 out of the last 12 months.  You heard me right.  I did so well last February that Corporate gave me 2 plaques in lieu of a pay raise.  				,4,3,57
Dwight,"  No, I realize you normally reorder in November, but what I’m suggesti… you did what?  Ah no!  That’s exactly what you’re not supposed to do, damnit!  Why would you reorder from a computer when you can have the personal touch of a salesman?  Ahhhhh. [hangs up phone]",4,3,57
Dwight,  What are you doing?  I am in the fight of my life against this computer and every sale counts.,4,3,57
Dwight,  Damnit Kelly!  It knows!  It knows what you did!  ,4,3,57
Dwight,"  Y… You don’t understand. If… okay, if this makes the difference, I’m gonna tell it that you were responsible.",4,3,57
Dwight,"  I am not a bad person.  When I left Staples, I took some of their leads with me but I never intended to use them.  What did I intend to do with them?  Who knows?  Maybe keep them as a souvenir.  Maybe use them.  				",4,3,57
Dwight,"  Yes, Mr. Galliado.  How would you like to pay ten percent less for paper than you’re paying right now?  It’s not important how I got your information.  What is important is that you say yes.  Good.  				",4,3,57
Dwight,  Perfect.  So let me just get some basic information from you. Mmmhmm.,4,3,57
Dwight,"  I’m sorry.  Am, so sorry.  I… yes.  Uh, could you repeat that?  				",4,3,57
Dwight,  Yesss!  Ten reams for the US District Court!  Did I happen to mention the forty reams for the battered women’s shelter?,4,3,57
Dwight,  Reams. Wait. Say it. Say it again.  Announce it again.,4,3,57
Dwight,  Hey.  So. What do you think?  I did it for you.,4,3,57
Dwight, I think it’s inappropriate to date someone you work with.,4,3,57
Dwight," Uh, she works in the annex.  You’re also welcome to date Toby.",4,3,57
Dwight, I’ve seen this kid before. He’s one the kids who sneaks on my farm and steals my hemp.  				,4,3,57
Dwight, We’re a paper company.  The best paper company in the whole wide world.,4,3,57
Dwight," Listen up kid.  [pops balloon with his hands]  I don’t like you, but because some town in Switzerland says so, you have rights.",4,3,57
Dwight," It’s just ice, it’ll melt all over the floor.",4,3,57
Dwight, [kicks open bathroom door] If you’re going number one you’ve got ten more seconds!  				,4,3,57
Dwight, I’m just scaring him.  The trick is to make him think you’re going to do something to him.,4,3,57
Dwight," Shut up, or I’m going to punch you in the throat!",4,3,57
Dwight," You had to, what other choice did you have?",4,3,57
Dwight," Here we go, sixty-five.  You know what?  There’s two more.",4,3,57
Dwight," Alright.  Oh, I assume I’m going to be reimbursed for the pizzas.",4,3,57
Dwight,  And I spent so much time in Scranton and I never sold any paper.,4,3,57
Dwight," Now I’ve got a beard, and I can do whatever I want, and I’m your boss.",4,3,57
Dwight," I don’t get that, I don’t understand that.",4,3,57
Dwight," [picks up phone]  Dunder Mifflin, Dwight Schrute. Please hold. [opens book, then picks up phone] Schrute Farms, guten tag. How can I help you? Yes, we have availability on those nights. How many in your party? Oh no, I’m sorry, no king beds. No queen either. Well, we make our own mattresses that don’t conform to the traditional sizes. Closest would be twin. Thank you so much for calling. Call back again. Aufedersein!",4,4,58
Dwight," Agrotourism is a lot more than a bed and breakfest. It consists of tourists coming to a farm, showing them around, giving them a bed, giving them brekafest.  ",4,4,58
Dwight," I’m not telling you anything. [lookings into the camera] Permits are pending. [phone rings] Dwight Schrute, Dunder Mifflin.",4,4,58
Dwight," Okay, this is a mis-use of company phones. ",4,4,58
Dwight," Trip Advisor is the life blood of the Agrotourism industry. A couple of bad reviews there, you might as well close up shop. That’s what took down the Stalk Inn. One of the cutest little asparagus farms you’ll ever see.  ",4,4,58
Dwight," We offer tours of the fields, and of the barn. Uh, perhaps you’ll be interested in, um, Mose’s table making demonstration?  ",4,4,58
Dwight," One cardigan, one sleeping cardigan and one sleep apnea mask.",4,4,58
Dwight," You are incorrect. I was recently scrubbing my room of memories, and I didn’t see it there.",4,4,58
Dwight," My girlfriend and I broke up recently. And I must say, I am relieved. Gives me a chance to sow my wild oats. In the Schrute family, we have a tradition, where when the male has sex with another woman, he is rewarded with a bag of wild oats left on his door step by his parents. You can use these oats to make oatmeal, bread, whatever you want. I don’t care, they’re your oats.  ",4,4,58
Dwight," We have three rooms, each with a different theme.",4,4,58
Dwight," I’ll put you down for Irrigation. Well then, do you have any special needs or diertary restrictions?",4,4,58
Dwight," Here we are, the Irrigation Room! A very special room. So I’ll come get you before the table-making demonstration. And as of this morning, we are completely wireless here in Schrute Farms. But as soon as I find out where Mose hid all the wires, we’ll get that power back on. All righty.  ",4,4,58
Dwight," Mose, what are you doing? No Mose! Put the— Put the manure down! Put it down! Do not throw it! DO NOT THROW IT! Ow!  ",4,4,58
Dwight," [reading to Jim, Pam, and Mose] And Harry saw the white hand raise its wand, and felt Voldemort’s surge of vicious anger. Saw the frail old man on the floor write in agony. “Harry?” It was over quickly as it had come. Harry stood shaking in the darkness, clutching the gate in the garden, his heart racing.  ",4,4,58
Dwight," [Jim knocks on Dwight’s door, crying stops] Come in. Did you have another nightmare?",4,4,58
Dwight, Is everything satisfactory with your stay?,4,4,58
Dwight, Oh. Well I’ll look into that in the morning. Thank you for bringing that to the attention of the staff.,4,4,58
Dwight, I am better than you have ever been or ever will be. [Ryan walks in],4,4,58
Dwight," [sobbing, reaches out to Jim after he walked away]  ",4,4,58
Dwight," [takes a ruler and shoves it between his desk and Jim’s, knocking Jim’s files on the floor]  Hello, this is Dwight Schrute calling from Dunder-Mifflin, and according to our records you appear to be low on office supplies.  Okay, sure, yeah I can take care of that right now.  ",4,4,58
Dwight," Second Life is not a game. It is a multi-user virtual environment. It doesn’t have points or scores, it doesn’t have winners or losers.",4,5,59
Dwight, I signed up for Second Life about a year ago. Back then my life was so great that I literally wanted a second one. In my Second Life I was also a paper salesman and I was also named Dwight. Absolutely everything was the same. Except I could fly. [shot of Dwight’s avatar flying around]  				,4,5,59
Dwight," We cannot talk about this… because, someone might hear us. ",4,5,59
Dwight," Angela can stay the same, but we’ll change Andy to Dwight.",4,5,59
Dwight, I won’t need to because we’ll be together playing hooky.  Yeah.,4,6,60
Dwight," Well, gee, Jim, I don’t know, I guess there’s no sales call today.",4,6,60
Dwight, [throws Jim’s cell phone out of the window] Gah-ah-hah-ha!,4,6,60
Dwight, No communication with the outside world Jim.,4,6,60
Dwight," Come on, I already filled the bottles with the gas, it’s going to be so badass.",4,6,60
Dwight," Well you said that we couldn’t make anymore stops, and I really had to go.",4,6,60
Dwight, I think I cut my penis on the lid!  				,4,6,60
Dwight," And if we have to defend ourselves, I will stab the security guy in the eye with the jumbo chalk.",4,6,60
Dwight, Then I’ll grind up the jumbo chalk and blow it in his eyes.,4,6,60
Dwight, [from the walkie-talkie] We are climbing some stairs.,4,6,60
Dwight," There’s a security guard coming by.  Hello, we’re warehouse workers.  Would you like more proof?",4,6,60
Dwight, I have to do something to his eyes.  				,4,6,60
Dwight, The eyes are the groin of the head.  				,4,6,60
Dwight," Don’t leave us, help us, we need help Jim!",4,6,60
Dwight, Do not tell Karen about the industrial copier.,4,6,60
Dwight," Listen lady, you can expect these kind of repercussions as long as you keep trying to poach our people.",4,6,60
Dwight, Let’s see if any of these will work. [clears the front of Michael’s desk],4,7,61
Dwight," I keep various weaponries strategically placed around the office. I saved Jim’s life with a can of pepper spray I had velcroed under my desk. People say, “Oh, it’s dangerous to keep weapons in the home or the work place.” Well I say, “It’s better to be hurt by someone you know accidentally, than by a stranger on purpose.”  				",4,7,61
Dwight, Do I believe that Michael possesses the skills to survive in a hostile environment? Let’s put it this way:,4,7,61
Dwight," No, I would never leave you for dead. You would never escape.",4,7,61
Dwight," First, I would remove your teeth and cut off your fingertips so you could not be identified. ",4,7,61
Dwight, And they would call me the Overkill Killer.,4,7,61
Dwight, It would be better if you were unconscious.,4,7,61
Dwight, [leading Michael from car] Here we go. Just the two of us [gestures for camera crew to follow]  				,4,7,61
Dwight," Here we go, into the wild. Mighty forest. Can you smell the trees and the nature?  				",4,7,61
Dwight," Keep going, you’re fine. Just some bushes and some thickets [leads Michael into some tall grass] Keep going. You wanted wilderness, you got it.   				",4,7,61
Dwight, Good a spot as any. [They stop and Dwight starts spinning Michael around in circles],4,7,61
Dwight, Spin. I’m trying to confuse your sense of direction. [stops spinning and takes Michael’s blindfold off] Behold. ,4,7,61
Dwight, Here’s your knife. Here’s your duct tape. ,4,7,61
Dwight," I lied to Michael. I said that I would leave him alone, but I will not. I will remain close by to provide unseen moral support, but I will never help him. I will let harm befall him. I will even let him die. But I will never let him lose his dignity.  				",4,7,61
Dwight, Michael is a man of great depth and passion. I don’t know what he’s searching for out here. [pulls a nest from a tree] I hope he finds it. [picks up some bird eggs] Lunch.   				,4,7,61
Dwight, About two more minutes [cooking bird eggs].  				,4,7,61
Dwight, Nothing to worry about. Just using the scope. Safety is… [clicks rifle into safety mode] on.  				,4,7,61
Dwight," Stop! No, no Michael! Nooo! Nooo! [runs up to Michael and knocks him over] Nooo! Arghh. Get, get them out. [picks out mushrooms from Michael’s mouth]   				",4,7,61
Dwight,"  No, no, no. This is your last meal. There will be no leftovers.",5,1,63
Dwight,  [sprays food with bug poison] There. Take those home to your wife.,5,1,63
Dwight,"  Hit the scales, everybody. Right on that black platform. This way. Step it up.",5,1,63
Dwight,  Wait a minute. One more bite of eclair each. Hold it in your mouth if you can’t swallow.,5,1,63
Dwight, [forces candy out of vending machine and forces fruit into racks]  				,5,1,63
Dwight,"  It’s not gonna take her 10 minutes to fax it, Jim. [to Pam] If I don’t see you again, goodbye. Well, actually, I’ll see you when you give me the fax confirmation, so never mind.  				",5,1,63
Dwight,"  [exiting warehouse storage room] Ahh. We done good in there, half pint.",5,1,63
Dwight,"  OK, can you turn the girl off please? I’m trying to get some work done.",5,1,63
Dwight,"  Come on, Bernard. [Andy spits on floor as warehouse worker walks past]",5,1,63
Dwight,  Not that guy who murdered his mother. He was not so handsome. Also Kevin.,5,1,63
Dwight,"  Happy Birthday, Stanley! [kicks cake onto Michael]  				",5,1,63
Dwight,  Attention!  Attention!  We only have a few weeks left.  [looking at Phyllis]  And most of you are just as fat as the day we began.,5,1,63
Dwight,"  This is what I’m gonna do.  I’m gonna randomly select three names and these three people will get liposuction.  Uhhhhh Stanley, Phyllis, Kevin.  And you will be responsible for your own medical bills.  				",5,1,63
Dwight,  Hello Phyllis.  Do you have a minute?  Listen.  I’m really sorry… about what I said before.  Ok?  I was way out of line.,5,1,63
Dwight,"  But you know what, I want to make it up to you.  There is a sure fire sale, but it’s a two man job.  Interested?",5,1,63
Dwight,  [sighs] Sixty – forty.  Hm? [they shake hands]  I’ll drive.  				,5,1,63
Dwight,"  And you burned over a thousand calories walking home.  And this branch just got a little bit closer to winning the contest.  Phyllis Vance, ladies and gentlemen! [claps]",5,1,63
Dwight,"  Yeah, I took your purse.  What are you worried about?  [Phyllis storms to her desk, picks up phone and dials]  You look great.  I can definitely see the difference. ",5,1,63
Dwight,"  No, no, no, it goes, it goes… look, “I say, I say, I say, I’ll sit on you!”",5,1,63
Dwight,  [exhales] I apologize for creating a ruse which forced you to exercise. ,5,1,63
Dwight,  I’m gonna write you both up for not working.,5,1,63
Dwight,"  Ok, well played.  Neither of us’ll write the other up for not working.",5,1,63
Dwight,  [sprays the inside of the vending machine with bug spray]  				,5,1,63
Dwight,  What are you smiling about there smiley pants?  You’re late.,5,1,63
Dwight," [raises hand] She’s not a virgin, you know.",5,2,64
Dwight," [trying to assist Michael, who is trying to press play on a CD player] I got it, I got it. [Olivia Newton-John’s “Let’s Get Physical” starts to play as Holly and Michael jog into the meeting room, dancing]",5,2,64
Dwight, What should we be working on while you guys are talking?,5,2,64
Dwight," It’s a trick question.  The bread is poisoned.  Also, it’s not your real family.  You’ve been cuckolded by a stronger, smarter male. ",5,2,64
Dwight," Oh, so wait a minute, you’re going to time me every time I yawn?  That’s absurd. [Jim smiles and starts the stopwatch] Really? [in a mocking voice] Oh hey look, monkey knows how to use a stopwatch everybody!  He’s ti— [Dwight conceeds and goes back to work, Jim stops the watch]",5,2,64
Dwight, There is no way that that was— [Jim starts the watch],5,2,64
Dwight," Ok. [Dwight turns around, but Jim holds up the stopwatch, threatening to start it]",5,2,64
Dwight," [Dwight stares at Angela, buttoning the top button of her blouse] Fine.",5,2,64
Dwight," Yes, maybe I’m not. [Dwight grins and gives a sly look at the camera]  				",5,2,64
Dwight, Contractions are coming every ten minutes.,5,3,65
Dwight, Aaaaaaaa! What do you do? What do you do?,5,3,65
Dwight," No, Gibson is covered in potholes.  Your car breaks down. Adapt!",5,3,65
Dwight, It’s about adapting to the circumstances.,5,3,65
Dwight," No. OK, no.  I’m crowning!  I’m crowning!  Aaaaaaaa! [runs into Michael’s office]",5,3,65
Dwight," Babies are one of my many areas of expertise.  Growing up, I performed my own circumcision.  				",5,3,65
Dwight," I’m screaming, I’m screaming, I’m screaming! Aaaaaaaa!",5,3,65
Dwight," OK!  When the baby emerges, mark it secretly in a kind of a mark that only you could recognize and no baby snatcher can ever copy.",5,3,65
Dwight, Oh no… [Michael enters and notices Jan’s baby]  				,5,3,65
Dwight, Jan had the baby and Michael wasn’t there to mark it.  So the baby could be anybody’s.  Except Michael’s.  				,5,3,65
Dwight, Huh. Twelve hundred dollars for a stroller? Phhhbt.,5,3,65
Dwight," Twelve hundred dollars is what I spent on my whole bomb shelter.  For that kind of money, this stroller should be indestructible. [straps the watermelon into the stroller on the elevator]  				",5,3,65
Dwight," [heaving the stroller into a tire yard] Don’t hit the fence.  Oh no, my child!  				",5,3,65
Dwight, [throwing the stroller against a high chain link fence] Don’t get stuck on the barbed wire!  				,5,3,65
Dwight, [tossing the stroller off a tall heap of tires] Playtime is over!  				,5,3,65
Dwight, I like to call this… the bumper test. [drags the stroller behind his car and runs into it several times]  				,5,3,65
Dwight, Oh.  I took the liberty of putting it in your trunk.,5,3,65
Dwight," I know none of that. If I did, you’d be the last to know.  				",5,4,66
Dwight," She introduced me to so many things. Pasteurized milk, sheets, monotheism, presents on your birthday, preventative medicine.",5,4,66
Dwight," Bravo, Watson. Looks like a classic seven-man job. Okay, security tapes were stolen, Motives-financial, or possible, vintage HP computer collectors. Hank down at security had clocked out. And that’s all we have.",5,4,66
Dwight," I know she loves me, Phyllis. I am sure of it. She practically told me so.",5,4,66
Dwight," Wait, this isn’t our floor. Dwight…  				",5,4,66
Dwight," Listen to me close. ‘Cause I’m only gonna say this once. You either break off your engagement with that singing buffoon, apologize, and then date me, or you can say good-bye to this. [points below his belt]",5,4,66
Dwight, I said I was only gonna say this once. You have until 6:14 PM. 6:14!,5,4,66
Dwight," Hey Phyllis, someone let the air out of your tires. Come quick.",5,4,66
Dwight, I had to get your attention. This is an emergency. [the air is let out of one of Phyllis’ tires],5,4,66
Dwight," Listen, she ignored my ultimatum. Now what?",5,4,66
Dwight," Okay, fine. I’ve moved on. Now how do I get her back?",5,4,66
Dwight," Wait, that’s it? That’s your advice? I thought you had some kind of big master plan.",5,4,66
Dwight, Oh. I get it. You’re trying to secure your place as head of the party-planning committee. You’re just being selfish. [Phyllis slaps Dwight] And you slap like a girl.  				,5,4,66
Dwight, What did Phyllis do wrong? I’ll tell you what Phyllis did wrong. She stuck her nose into my business and tried to help me. [Dwight has an epiphany]  				,5,4,66
Dwight," [dressed as the Joker] Hm mm mm mm. Want to see a magic trick? Heh heh heh! I’m gonna make a pencil disapp– oh! [elevator doors close, reopen.] Disappear.  				",5,5,67
Dwight, Thought I’d go casual today. Morning everyone. Good morning.  Hello.  How are you Phyllis?,5,5,67
Dwight," No I get it. I totally understand. And uh, I just want to assure you, that I mean no disrespect. You see, I’m applying!",5,5,67
Dwight," Well if somebody who barely out-sells Phyllis, can get in, I should be fine.",5,5,67
Dwight," I meant that as a compliment to you Phyllis, as well as a slight to Andy.  				",5,5,67
Dwight," Cornell is a good school, and I want to better myself through higher education. If it makes Andy angry, so be it. [He sips from his Cornell mug]  				",5,5,67
Dwight," Hey there. So uh, how do you think we’re gonna do against Penn this year? Nathan Ford’s arm looks pretty strong.",5,5,67
Dwight," Not so. Cornell is an excellent school. Without its agricultural program, we probably wouldn’t have cabbage. At least not modern cabbage.",5,5,67
Dwight," Someday, we’ll both get together in Comstock Hall and just laugh about all of this.  				",5,5,67
Dwight,"  Andy, let’s just talk about this man-to-man, after work.",5,5,67
Dwight," Andy, I’ve been meaning to ask you, which a cappella group should I join? The Harmoniacs, or the Do-Re-Mi-Go’s?",5,5,67
Dwight," Hmm, interviewing skills, sub-par. [writes in a notebook]",5,5,67
Dwight," On the contrary, I’m helping Cornell. By evaluating their interviewers.",5,5,67
Dwight," Well, when they get my evaluation we’ll see if they’re interested.",5,5,67
Dwight, “Interviewer is threatening applicant with an arbitrary review process.”,5,5,67
Dwight," “Interviewer has turned off applicant’s interest in Cornell, and they are going to go to the vastly superior Dartmouth.” Ever heard of it? I think I have everything I need.",5,5,67
Dwight, And you will not be pleased with the result. [pulls table away from Andy],5,5,67
Dwight," [has won the table war] That is all sir, you may go.  				",5,5,67
Dwight, I see what you are doing. But I do not know where you are going with this.,5,5,67
Dwight, [scoffs] Cornell. [easily bites into a beet]  				,5,5,67
Dwight," Oh, nothing can hurt you now. You’re a man in love!  ",5,6,68
Dwight, Bring it on. [starts to put foot up on Michael’s desk],5,6,68
Dwight, I sell more paper than anyone. [stands and reaches for the file],5,6,68
Dwight," Wait, is this a joke? I’m getting that queasy feeling that sometimes accompanies jokes.",5,6,68
Dwight," Those can’t be my scores, Jim. For your information —",5,6,68
Dwight, And I’m going to find that person and punish them.,5,6,68
Dwight," I’ve caught Jim talking to himself several times today. What a loser. Get a friend, loser.  ",5,6,68
Dwight," All right, fine. [picks up phone] Brrring.",5,6,68
Dwight," Hello, this is Dwight Schrute from the Dunder Mifflin Paper Company.",5,6,68
Dwight," Excellent, then you are in luck, because we are having a limited-time offer only on everything.",5,6,68
Dwight," Sorry, Mr. Buttlicker. As I was saying, we’re having a limited–",5,6,68
Dwight," OK, as I was saying, right now we are having —",5,6,68
Dwight, [shouting] Buttlicker! Our prices have never been lower!,5,6,68
Dwight, Please give me another chance. Mr. Buttlicker.,5,6,68
Dwight, Get in! [he peels off into parking space],5,6,68
Dwight," Shh. [turns radio up loud, playing “Centerfold.”] They might be listening to us.",5,6,68
Dwight, You never know. Better safe than sorry.,5,6,68
Dwight, Who stands to benefit from our downfall?,5,6,68
Dwight," Could be the mob. But then Dunder-Mifflin would need to be a front for money laundering, and there’s little evidence of that.",5,6,68
Dwight," I don’t know. Two, maybe three if one wears out. How many shoes do you need?  ",5,6,68
Dwight," Well, stop. Hold your breath. I still hear it. Who’s there? Kelly, is that you? Hold on. [puts down phone and runs away]",5,6,68
Dwight, [jumps into Kelly’s area] Ha! [Kelly screams in surprise],5,6,68
Dwight," What are you up to, girl? Huh? Phyllis put you up to this? Stanley? Are they paying you?",5,6,68
Dwight," Of course I am. I know you’re the mastermind, but you’re too stupid to do it by yourself.",5,6,68
Dwight," The reason that I got bad customer reviews is because I didn’t! There is a massive conspiracy going on here, and I know you’re involved.",5,6,68
Dwight, No. [holds Sheriff’s Department mug protectively],5,6,68
Dwight, No. Why? No. [puts it in desk drawer and slams it shut],5,6,68
Dwight," Oh, man, I knew it. Who are her co-conspirators?",5,6,68
Dwight," I knew it the whole time, buddy! [shoves Jim]",5,6,68
